event time,asset,transaction time,ask,ask size,bid,bid size
1747689812552,BTCUSDC,1747689812564,105326.0,0.059,105227.3,0.019
1747689812565,1000PEPEUSDT,1747689812585,0.0132208,982431,0.0131402,1170351
1747689812577,MOODENGUSDT,1747689812586,0.2558800,9025,0.2263400,0
1747689812596,XRPUSDT,1747689812600,2.3752,9154.5,1.9001,4423.5
1747689812634,ETHUSDC,1747689812635,2516.65,37.943,2483.92,212.841
1747689812633,BTCUSDT,1747689812636,105277.80,12.795,1000.00,64.028
1747689812624,SOLUSDT,1747689812637,165.7100,635.29,160.6500,237.83
1747689812606,DOGEUSDT,1747689812647,0.223700,58018,0.222720,482328
1747689812646,ETHUSDT,1747689812649,2515.81,146.082,199.99,0.102
1747689812614,BTCUSDC,1747689812673,,,105225.9,0.040
1747689812686,1000PEPEUSDT,1747689812687,0.0132188,0,0.0092534,0
1747689812683,MOODENGUSDT,1747689812691,0.2465400,1083,0.2138400,259
1747689812699,XRPUSDT,1747689812701,2.3752,9815.6,2.1883,127.5
1747689812737,BTCUSDT,1747689812737,105277.80,12.804,1000.00,64.028
1747689812736,ETHUSDC,1747689812738,2516.59,42.765,2506.53,5.480
1747689812734,SOLUSDT,1747689812739,165.7000,947.43,164.0400,203.72
1747689812750,ETHUSDT,1747689812750,2515.81,147.655,200.00,26.897
1747689812749,DOGEUSDT,1747689812750,0.223650,62122,0.156550,164
1747689812787,1000PEPEUSDT,1747689812788,0.0132196,0,0.0125577,238896
1747689812750,MOODENGUSDT,1747689812794,,,0.2263800,0
1747689812792,XRPUSDT,1747689812802,2.3763,18147.7,2.3312,34363.4
1747689812838,BTCUSDT,1747689812840,105277.80,12.841,5000.00,0.756
1747689812822,SOLUSDT,1747689812840,165.7000,951.88,160.6400,21.52
1747689812836,ETHUSDC,1747689812841,2516.59,47.311,2499.00,0.221
1747689812850,ETHUSDT,1747689812851,2515.81,149.897,200.00,26.897
1747689812847,DOGEUSDT,1747689812851,0.223650,62477,0.219120,635543
1747689812884,1000PEPEUSDT,1747689812890,0.0132197,0,0.0131683,14943
1747689812882,MOODENGUSDT,1747689812897,0.2613400,0,0.2460500,25098
1747689812902,XRPUSDT,1747689812904,2.3752,9577.1,2.3655,12302.9
1747689812941,BTCUSDT,1747689812942,105277.80,12.821,1000.00,64.028
1747689812939,SOLUSDT,1747689812943,165.7000,953.94,163.0500,463.80
1747689812932,ETHUSDC,1747689812944,2516.62,8.061,2511.46,7.127
1747689812943,DOGEUSDT,1747689812952,0.223670,64791,0.208040,281715
1747689812950,ETHUSDT,1747689812952,2515.81,150.025,2480.91,0.000
1747689812992,1000PEPEUSDT,1747689812993,0.0132205,0,0.0131640,1697
1747689812969,MOODENGUSDT,1747689813000,0.2543800,11307,0.2464200,6325
1747689813007,XRPUSDT,1747689813008,2.3753,9547.5,2.3728,9431.9
1747689813010,BTCUSDC,1747689813042,105338.0,0.040,105230.2,0.022
1747689813041,BTCUSDT,1747689813045,105277.80,12.879,1000.00,64.028
1747689813050,SOLUSDT,1747689813051,165.7000,958.23,132.5600,1.35
1747689813052,DOGEUSDT,1747689813053,0.223650,47379,0.208030,153725
1747689813050,ETHUSDT,1747689813054,2515.91,0.059,200.00,26.897
1747689813015,ETHUSDC,1747689813063,2516.59,47.382,2480.09,109.774
1747689813077,1000PEPEUSDT,1747689813097,0.0132229,5947,0.0131658,11846
1747689813096,MOODENGUSDT,1747689813103,0.2465200,254,0.2464200,6325
1747689813108,XRPUSDT,1747689813109,2.3752,9835.4,2.3513,3071.5
1747689813142,BTCUSDT,1747689813147,105310.10,0.080,5000.00,0.736
1747689813139,DOGEUSDT,1747689813154,0.223660,31848,0.212930,384
1747689813155,ETHUSDT,1747689813158,2515.81,150.009,200.00,26.897
1747689813160,SOLUSDT,1747689813161,165.7000,908.97,160.6400,21.52
1747689813158,ETHUSDC,1747689813165,2516.59,47.417,2458.94,0.000
1747689813194,1000PEPEUSDT,1747689813203,0.0132209,86191,0.0130897,680742
1747689813170,MOODENGUSDT,1747689813206,0.2472000,4456,0.2410700,8620
1747689813210,XRPUSDT,1747689813211,2.3752,10433.1,1.9001,4423.5
1747689813202,BTCUSDC,1747689813214,105325.0,0.004,84244.9,0.000
1747689813248,BTCUSDT,1747689813249,105277.80,12.843,1000.00,64.028
1747689813252,DOGEUSDT,1747689813255,0.223650,47417,0.201280,94
1747689813261,ETHUSDT,1747689813262,2515.81,145.098,2264.22,0.020
1747689813264,SOLUSDT,1747689813267,165.7000,677.64,160.3300,37.79
1747689813269,ETHUSDC,1747689813294,2517.18,0.062,2391.06,0.000
1747689813286,1000PEPEUSDT,1747689813305,0.0132209,11213,0.0118987,804
1747689813305,MOODENGUSDT,1747689813310,0.2473000,17102,0.2455700,17523
1747689813308,XRPUSDT,1747689813312,2.3755,20820.0,2.1376,8765.2
1747689813335,BTCUSDC,1747689813343,105306.3,0.079,101282.0,0.000
1747689813349,BTCUSDT,1747689813350,105281.80,0.000,1000.00,64.028
1747689813354,DOGEUSDT,1747689813358,0.223650,38887,0.211330,114064
1747689813361,ETHUSDT,1747689813364,2515.81,144.788,200.00,26.897
1747689813372,SOLUSDT,1747689813372,165.7000,898.55,160.6400,20.10
1747689813393,ETHUSDC,1747689813401,2517.08,0.993,2013.27,0.000
1747689813387,MOODENGUSDT,1747689813413,0.2465200,0,0.2455800,3923
1747689813411,XRPUSDT,1747689813416,2.3753,7196.7,2.3205,22961.8
1747689813425,1000PEPEUSDT,1747689813427,0.0132207,194457,0.0131890,46749
1747689813428,BTCUSDC,1747689813445,105306.1,2.855,101282.0,1.173
1747689813451,BTCUSDT,1747689813453,105277.80,12.893,5000.00,0.736
1747689813467,ETHUSDT,1747689813468,2515.81,144.816,200.00,26.897
1747689813462,DOGEUSDT,1747689813468,0.223650,38865,0.203520,94503
1747689813452,SOLUSDT,1747689813473,165.7000,898.73,160.4000,548.01
1747689813492,ETHUSDC,1747689813514,2516.59,47.419,2466.41,80.991
1747689813506,MOODENGUSDT,1747689813515,0.2465000,2093,0.2347600,21397
1747689813518,XRPUSDT,1747689813519,2.3632,0.0,2.2649,773.1
1747689813526,1000PEPEUSDT,1747689813530,0.0132207,202111,0.0125852,1574006
1747689813555,BTCUSDT,1747689813556,105277.80,12.843,1000.00,64.028
1747689813547,ETHUSDT,1747689813569,2515.91,0.038,2398.86,0.200
1747689813566,SOLUSDT,1747689813584,165.7000,651.36,132.5600,1.35
1747689813585,DOGEUSDT,1747689813587,0.223650,38655,0.216040,103284
1747689813554,BTCUSDC,1747689813600,105306.1,2.857,101342.2,1.172
1747689813603,MOODENGUSDT,1747689813618,0.2539600,8030,0.2390100,21792
1747689813620,XRPUSDT,1747689813620,2.3753,11379.5,2.3534,1200.1
1747689813579,ETHUSDC,1747689813631,2516.59,47.736,2466.41,119.123
1747689813624,1000PEPEUSDT,1747689813633,0.0132207,205131,0.0130478,88018
1747689813658,BTCUSDT,1747689813659,105277.80,12.919,1000.00,64.028
1747689813658,ETHUSDT,1747689813672,2515.81,144.816,200.00,26.897
1747689813681,DOGEUSDT,1747689813688,0.223650,23366,0.222230,84086
1747689813697,SOLUSDT,1747689813700,165.7000,651.45,165.2900,80.41
1747689813694,BTCUSDC,1747689813701,,,101528.4,1.170
1747689813721,MOODENGUSDT,1747689813722,0.2472000,5707,0.2244200,53
1747689813712,XRPUSDT,1747689813723,2.3752,10710.8,2.3395,25437.5
1747689813723,1000PEPEUSDT,1747689813736,0.0132209,123331,0.0105765,662
1747689813739,ETHUSDC,1747689813740,2553.08,300.531,2480.09,508.954
1747689813759,BTCUSDT,1747689813761,105277.80,12.849,5000.00,0.756
1747689813764,ETHUSDT,1747689813776,2515.82,0.295,200.00,26.897
1747689813758,DOGEUSDT,1747689813791,0.223970,140355,0.219740,46129
1747689813801,SOLUSDT,1747689813803,165.7000,651.45,160.6400,20.10
1747689813811,MOODENGUSDT,1747689813824,0.2465600,3699,0.2329300,314
1747689813826,XRPUSDT,1747689813828,2.3760,25681.7,2.3447,3476.3
1747689813852,BTCUSDC,1747689813853,,,84244.9,0.002
1747689813845,1000PEPEUSDT,1747689813853,0.0132207,201132,0.0105765,0
1747689813862,BTCUSDT,1747689813862,105277.90,0.002,1000.00,64.028
1747689813871,ETHUSDT,1747689813879,2515.87,0.000,2012.65,0.000
1747689813877,ETHUSDC,1747689813882,2517.65,3.740,2013.27,0.013
1747689813899,SOLUSDT,1747689813904,165.7000,651.08,165.3900,1226.49
1747689813901,DOGEUSDT,1747689813910,0.223650,23699,0.217380,74830
1747689813923,MOODENGUSDT,1747689813928,0.2465000,1969,0.2263900,121
1747689813929,XRPUSDT,1747689813929,2.3773,14152.7,2.3296,488.4
1747689813934,1000PEPEUSDT,1747689813956,0.0132229,1156,0.0132206,96097
1747689813963,BTCUSDT,1747689813964,105277.80,12.919,1000.00,64.028
1747689813981,ETHUSDT,1747689813982,2515.91,0.000,200.00,26.897
1747689813912,BTCUSDC,1747689813985,,,84244.9,0.000
1747689813985,ETHUSDC,1747689813993,2517.74,16.625,2013.27,0.000
1747689813983,SOLUSDT,1747689814010,165.7100,448.35,160.6400,21.52
1747689813975,DOGEUSDT,1747689814013,0.223650,23723,0.222410,236512
1747689814014,MOODENGUSDT,1747689814031,,,0.2341600,16228
1747689814032,XRPUSDT,1747689814032,2.3752,10243.7,2.3468,10370.1
